user_id,age,location_country
49980,27.0,usa-newyork
52832,10.0,usa-illinois
57105,32.0,usa-georgia
58363,81.0,usa-colorado
61619,5.0,usa-oregon
63956,28.0,usa-kansas
64763,43.0,usa-illinois
68943,16.0,usa-connecticut
69378,46.0,usa-hawaii
75723,34.0,usa-michigan
77181,33.0,usa-kentucky
80683,27.0,usa-delaware
80837,34.0,usa-florida
82407,8.0,usa-district of columbia
85653,53.0,usa-pennsylvania
85656,41.0,usa-oregon
86219,26.0,germany
86243,11.0,newzealand
86835,34.0,usa-washington
87746,52.0,usa-connecticut
89856,31.0,usa-washington
91931,40.0,canada
92810,60.0,usa-michigan
93698,70.0,canada
95392,25.0,canada
95932,36.0,usa-newhampshire
99946,34.0,usa-illinois
100459,38.0,usa-california
101043,34.0,usa-pennsylvania
101559,34.0,usa-virginia
101851,29.0,usa-oregon
102327,34.0,usa-georgia
102359,6.0,usa-oregon
102430,37.0,usa-wisconsin
104796,38.0,usa-alaska
105214,34.0,usa-pennsylvania
105517,28.0,canada
107258,17.0,usa-massachusetts
108005,29.0,usa-wisconsin
112026,17.0,usa-washington
114698,81.0,usa-washington
116210,46.0,netherlands
117041,34.0,usa-arizona
118135,29.0,portugal
119858,53.0,usa-colorado
120807,43.0,usa-newmexico
124298,25.0,usa-california
124874,32.0,usa-newjersey
125774,36.0,others
127429,23.0,usa-missouri
129373,54.0,usa-washington
129716,30.0,usa-florida
132230,58.0,usa-pennsylvania
132930,29.0,unitedkingdom
134869,34.0,usa-california
136205,39.0,usa-illinois
143968,39.0,usa-florida
144803,23.0,usa-arkansas
146932,30.0,usa-florida
148744,67.0,usa-wisconsin
150968,47.0,usa-newhampshire
153042,35.0,usa-michigan
153577,34.0,usa-michigan
153662,44.0,usa-georgia
156150,36.0,usa-newjersey
157273,37.0,usa-texas
157799,42.0,netherlands
159732,47.0,usa-newjersey
160032,34.0,germany
165319,28.0,usa-arizona
167812,38.0,usa-washington
171295,27.0,usa-maryland
173018,34.0,newzealand
174326,38.0,canada
174633,31.0,usa-tennessee
175003,33.0,usa-texas
176838,27.0,others
178667,34.0,usa-newjersey
184299,31.0,usa-nebraska
187145,65.0,usa-washington
196457,34.0,usa-washington
202182,24.0,usa-illinois
202547,21.0,usa-kentucky
204864,47.0,usa-california
204909,34.0,usa-utah
207965,46.0,usa-oregon
212847,34.0,usa-texas
212849,59.0,usa-florida
215388,34.0,usa-california
218421,32.0,canada
221232,21.0,usa-southcarolina
223402,36.0,usa-california
224138,12.0,usa-california
224236,34.0,usa-newjersey
227025,33.0,canada
227275,47.0,canada
227884,25.0,usa-virginia
230249,14.0,usa-pennsylvania
231210,44.0,usa-virginia
232103,30.0,usa-northcarolina
234205,15.0,usa-florida
235011,34.0,usa-washington
237436,34.0,usa-idaho
238120,25.0,usa-kentucky
240353,45.0,usa-texas
240401,64.0,usa-colorado
241214,15.0,usa-kansas
243879,32.0,usa-california
244171,51.0,usa-illinois
244643,34.0,usa-california
250764,34.0,usa-oregon
250892,21.0,usa-florida
251150,34.0,usa-newyork
252627,34.0,usa-arizona
253855,29.0,canada
254160,33.0,usa-california
258109,37.0,germany
258747,45.0,usa-california
264543,17.0,usa-massachusetts
264657,23.0,usa-missouri
266283,62.0,usa-washington
267293,,usa-california
269688,16.0,usa-illinois
269799,9.0,usa-newyork
271135,34.0,usa-michigan
271144,25.0,usa-newmexico
274056,24.0,usa-washington
277711,34.0,germany
278418,12.0,usa-nebraska
6910,32.0,usa-washington
7913,43.0,usa-california
58516,30.0,usa-ohio
59971,27.0,usa-texas
60244,47.0,usa-texas
79089,29.0,usa-kansas
98758,25.0,canada
113817,25.0,australia
126604,27.0,usa-massachusetts
146348,18.0,usa-oregon
172760,29.0,usa-texas
187763,33.0,usa-newyork
196108,34.0,usa-washington
206202,16.0,usa-illinois
271622,34.0,others
3675,24.0,spain
6366,20.0,spain
13872,17.0,spain
16654,35.0,spain
16673,30.0,spain
17183,23.0,spain
18384,37.0,spain
55217,26.0,spain
80908,30.0,spain
94985,39.0,spain
105476,22.0,spain
124888,25.0,spain
126644,30.0,spain
131126,31.0,spain
134556,28.0,spain
136633,32.0,spain
137437,26.0,spain
141518,27.0,spain
152107,42.0,spain
156502,33.0,spain
157118,34.0,spain
158627,32.0,spain
164533,46.0,spain
182987,34.0,spain
187810,45.0,spain
189750,29.0,spain
214920,35.0,spain
217740,37.0,spain
229501,20.0,spain
240440,30.0,spain
241268,34.0,spain
248325,33.0,spain
254982,28.0,spain
267172,27.0,spain
12,32.0,usa-california
67997,53.0,usa-oregon
14,7.0,usa-iowa
164027,15.0,canada
174791,38.0,usa-california
259901,16.0,canada
242,37.0,germany
487,34.0,usa-texas
626,41.0,austria
899,23.0,germany
901,21.0,unitedkingdom
1025,33.0,unitedkingdom
1140,19.0,usa-newjersey
1343,33.0,unitedkingdom
1435,36.0,usa-missouri
1486,75.0,australia
1733,30.0,usa-westvirginia
1863,43.0,germany
1903,36.0,others
2411,37.0,usa-florida
2766,42.0,usa-texas
3032,40.0,australia
3556,68.0,others
4092,27.0,usa-tennessee
4131,51.0,unitedkingdom
4285,50.0,usa-michigan
4514,23.0,portugal
4571,23.0,australia
4784,21.0,usa-colorado
5126,53.0,usa-california
5471,60.0,spain
5506,19.0,usa-newyork
5543,29.0,usa-maryland
5581,22.0,australia
5604,48.0,germany
5815,34.0,usa-maryland
5916,31.0,australia
6120,36.0,usa-kentucky
6251,32.0,usa-hawaii
6431,30.0,usa-texas
6507,26.0,spain
6543,34.0,usa-missouri
7105,34.0,unitedkingdom
7125,28.0,others
7158,30.0,usa-nebraska
7286,28.0,usa-washington
7426,34.0,usa-california
7864,17.0,malaysia
8361,23.0,australia
8453,47.0,usa-california
8529,14.0,spain
8660,25.0,austria
8674,29.0,singapore
8681,34.0,usa-florida
8685,32.0,usa-georgia
9080,20.0,brazil
9224,34.0,unitedkingdom
9381,34.0,unitedkingdom
9414,37.0,unitedkingdom
9571,27.0,germany
9908,36.0,usa-georgia
10118,44.0,usa-minnesota
10494,25.0,usa-arizona
10532,29.0,unitedkingdom
10570,34.0,singapore
10590,22.0,malaysia
10649,27.0,others
10819,27.0,usa-kentucky
11120,58.0,others
11245,34.0,canada
11554,35.0,usa-texas
11690,30.0,germany
11724,42.0,usa-pennsylvania
11768,14.0,others
11832,10.0,usa-alaska
11944,21.0,portugal
11993,37.0,usa-colorado
12189,24.0,spain
12264,39.0,usa-idaho
12272,18.0,others
12331,31.0,others
12512,34.0,netherlands
12835,38.0,germany
13088,14.0,italy
13093,29.0,spain
13221,45.0,canada
13479,31.0,netherlands
13600,34.0,others
13664,34.0,usa-california
13722,41.0,usa-arkansas
14049,34.0,canada
14079,41.0,spain
14212,46.0,usa-georgia
14336,28.0,usa-newhampshire
14387,35.0,unitedkingdom
14461,31.0,germany
15049,28.0,usa-texas
15418,23.0,spain
15459,34.0,usa-wisconsin
15523,22.0,malaysia
15957,27.0,australia
16086,39.0,unitedkingdom
16130,34.0,usa-california
16151,39.0,australia
16155,47.0,malaysia
16263,34.0,usa-wisconsin
16319,43.0,australia
16504,28.0,malaysia
16634,42.0,usa-arkansas
16943,34.0,australia
16999,48.0,usa-virginia
17282,38.0,usa-pennsylvania
17507,37.0,ireland
17842,21.0,usa-district of columbia
17890,17.0,usa-wisconsin
17950,32.0,malaysia
18097,27.0,germany
18199,56.0,usa-colorado
18323,41.0,usa-maine
18527,45.0,others
19085,60.0,usa-wisconsin
19974,30.0,unitedkingdom
20060,48.0,usa-maryland
20147,34.0,usa-ohio
20201,31.0,usa-ohio
20401,25.0,austria
20911,50.0,usa-texas
20983,45.0,usa-newjersey
21031,36.0,usa-virginia
21252,28.0,usa-minnesota
21268,56.0,usa-southcarolina
21364,32.0,usa-california
21368,30.0,unitedkingdom
21404,17.0,canada
21484,21.0,usa-wisconsin
21576,31.0,usa-tennessee
21659,31.0,usa-california
21660,52.0,usa-tennessee
21860,34.0,usa-washington
22012,34.0,australia
22082,26.0,brazil
22121,33.0,unitedkingdom
22338,33.0,usa-missouri
22343,21.0,portugal
22362,31.0,usa-california
22648,35.0,france
22710,33.0,germany
22981,23.0,france
23021,17.0,usa-california
23296,71.0,australia
23366,54.0,usa-nebraska
23571,41.0,usa-california
23680,34.0,usa-california
23902,9.0,unitedkingdom
24188,34.0,usa-maryland
24194,20.0,usa-illinois
24261,55.0,usa-connecticut
24664,,portugal
24921,29.0,usa-arizona
25395,65.0,usa-northcarolina
25419,16.0,australia
25533,38.0,unitedkingdom
25583,34.0,usa-massachusetts
25636,48.0,unitedkingdom
25695,32.0,usa-newmexico
25768,34.0,australia
25890,6.0,others
25893,23.0,germany
25895,,usa-georgia
26371,65.0,canada
26443,27.0,france
26509,34.0,usa-maryland
26525,56.0,usa-california
26583,11.0,canada
26706,28.0,usa-missouri
26806,15.0,australia
26813,28.0,italy
26979,34.0,canada
27140,49.0,usa-maryland
27462,11.0,usa-ohio
27568,60.0,unitedkingdom
27650,27.0,australia
27740,57.0,usa-
27812,33.0,usa-california
27813,34.0,usa-texas
28091,34.0,usa-colorado
28204,61.0,canada
28262,39.0,usa-california
28360,15.0,usa-georgia
28492,31.0,unitedkingdom
28591,33.0,usa-tennessee
28632,37.0,usa-washington
28648,17.0,usa-iowa
28663,34.0,spain
28735,58.0,germany
28764,22.0,newzealand
28800,69.0,spain
28804,50.0,canada
28938,38.0,usa-northcarolina
29259,39.0,usa-
29694,40.0,australia
29702,52.0,canada
29855,53.0,usa-connecticut
30144,34.0,others
30261,27.0,usa-missouri
30273,25.0,usa-florida
30341,34.0,usa-maine
30445,23.0,malaysia
30509,51.0,unitedkingdom
30527,41.0,usa-northcarolina
30712,34.0,unitedkingdom
30727,26.0,germany
30806,24.0,canada
30898,43.0,usa-virginia
30972,47.0,usa-alabama
31466,26.0,canada
31619,,canada
31652,34.0,usa-virginia
31826,54.0,usa-missouri
32329,30.0,usa-texas
32440,18.0,newzealand
32467,17.0,usa-pennsylvania
32483,18.0,spain
32627,49.0,others
32721,36.0,france
32773,28.0,usa-kansas
32817,34.0,australia
32963,56.0,usa-illinois
33336,,netherlands
33487,26.0,australia
33535,36.0,australia
33580,27.0,usa-northcarolina
33816,33.0,canada
33875,28.0,canada
33888,48.0,unitedkingdom
33890,18.0,usa-arizona
33943,25.0,france
34148,41.0,australia
34215,28.0,australia
34244,47.0,unitedkingdom
34300,35.0,canada
34823,21.0,germany
34936,36.0,usa-hawaii
34994,54.0,belgium
35055,23.0,canada
35321,34.0,usa-california
35513,42.0,austria
35910,16.0,usa-california
36003,26.0,malaysia
36041,46.0,usa-california
36417,53.0,canada
36656,28.0,others
36701,65.0,canada
36811,51.0,usa-northcarolina
37074,53.0,usa-maine
37293,41.0,canada
37310,33.0,usa-georgia
37538,16.0,malaysia
37546,24.0,spain
37550,19.0,usa-oregon
37567,36.0,unitedkingdom
37615,24.0,usa-southcarolina
37691,26.0,others
37712,23.0,usa-ohio
37950,13.0,canada
37974,34.0,usa-newyork
37989,57.0,usa-california
38023,30.0,usa-california
38219,49.0,spain
38229,23.0,usa-california
38281,33.0,spain
38418,25.0,brazil
38464,33.0,unitedkingdom
38556,34.0,canada
38762,29.0,usa-texas
38802,23.0,others
39281,45.0,usa-newjersey
39396,20.0,germany
39602,50.0,australia
39773,49.0,usa-florida
40012,44.0,newzealand
40110,34.0,usa-nebraska
40299,34.0,usa-ohio
40559,6.0,usa-california
40841,38.0,usa-missouri
40919,60.0,usa-colorado
40943,40.0,usa-oklahoma
40958,26.0,canada
41057,51.0,canada
41135,37.0,germany
41183,31.0,unitedkingdom
41278,52.0,usa-northcarolina
41425,31.0,newzealand
41586,73.0,usa-california
41596,40.0,others
41667,34.0,usa-california
41701,25.0,france
41757,58.0,canada
41841,14.0,canada
42032,43.0,australia
42123,35.0,usa-wisconsin
42128,41.0,usa-illinois
42419,33.0,usa-newyork
42434,48.0,usa-california
42651,34.0,usa-florida
42679,50.0,australia
42724,37.0,usa-ohio
42914,26.0,usa-indiana
42962,34.0,canada
43246,36.0,canada
43418,34.0,canada
43687,27.0,usa-california
43806,31.0,usa-minnesota
43842,8.0,canada
43909,27.0,singapore
43962,23.0,australia
44296,26.0,australia
44297,22.0,newzealand
44634,37.0,unitedkingdom
44728,31.0,usa-alabama
44768,33.0,usa-pennsylvania
44845,29.0,usa-texas
44925,33.0,unitedkingdom
45002,20.0,others
45666,31.0,canada
46006,51.0,australia
46050,39.0,canada
46184,17.0,usa-newyork
46269,26.0,brazil
47037,36.0,germany
47128,33.0,usa-illinois
47448,26.0,spain
47613,18.0,unitedkingdom
47635,10.0,malaysia
48025,43.0,usa-missouri
48046,12.0,usa-newyork
48445,35.0,usa-newyork
48494,51.0,usa-california
48539,23.0,usa-alabama
48595,23.0,usa-newhampshire
48630,34.0,usa-newjersey
49109,38.0,usa-utah
49204,14.0,usa-florida
49335,,usa-california
49460,37.0,usa-kansas
49582,29.0,france
49634,53.0,others
49954,,usa-newyork
50092,48.0,usa-california
50165,41.0,usa-washington
50201,33.0,unitedkingdom
50409,21.0,australia
50521,42.0,usa-southcarolina
50605,,usa-washington
50628,30.0,portugal
50858,19.0,usa-
51375,63.0,usa-arizona
51803,34.0,canada
51856,59.0,usa-kansas
51944,51.0,usa-washington
52002,34.0,usa-indiana
52060,38.0,canada
52425,34.0,usa-newmexico
52531,35.0,unitedkingdom
52635,23.0,usa-oregon
52807,38.0,canada
52847,34.0,usa-california
52917,42.0,usa-washington
53042,59.0,usa-connecticut
53140,34.0,usa-idaho
53174,29.0,usa-florida
53189,34.0,usa-alabama
53281,34.0,canada
53418,28.0,usa-washington
53614,30.0,portugal
53628,22.0,france
53688,28.0,france
54118,47.0,canada
54148,75.0,australia
54206,24.0,usa-pennsylvania
54453,34.0,usa-idaho
54564,34.0,usa-minnesota
54648,7.0,usa-indiana
54850,44.0,australia
54911,17.0,usa-california
55178,25.0,usa-oklahoma
55187,48.0,usa-california
55734,37.0,canada
55892,45.0,usa-texas
55894,20.0,unitedkingdom
55927,17.0,usa-minnesota
56103,13.0,australia
56271,22.0,unitedkingdom
56272,19.0,canada
56276,19.0,spain
56360,35.0,austria
56391,40.0,others
56399,63.0,unitedkingdom
56856,23.0,usa-california
56959,52.0,usa-newjersey
57006,30.0,usa-oklahoma
57039,34.0,switzerland
57148,24.0,unitedkingdom
57412,25.0,portugal
57449,29.0,germany
57515,44.0,portugal
57868,26.0,germany
57954,38.0,others
58077,19.0,usa-arizona
58255,14.0,usa-california
58297,13.0,newzealand
58456,33.0,unitedkingdom
58756,47.0,usa-florida
58855,38.0,usa-illinois
59150,37.0,canada
59269,16.0,usa-indiana
59559,25.0,usa-florida
59616,34.0,australia
59756,25.0,others
59912,27.0,usa-california
59994,21.0,canada
